index,date,time,cluster_size,address,day_type
0,2023-05-28,07:01:00,1,Southern Islands,weekend
1,2023-05-28,07:03:00,1,Straits of Singapore,weekend
2,2023-05-28,07:04:00,1,Southern Islands,weekend
3,2023-05-28,07:05:00,1,Southern Islands,weekend
4,2023-05-28,07:07:00,2,Southern Islands,weekend
5,2023-05-28,07:09:00,2,Southern Islands,weekend
6,2023-05-28,07:15:00,3,Southern Islands,weekend
7,2023-05-28,07:16:00,2,Southern Islands,weekend
8,2023-05-28,07:17:00,2,Southern Islands,weekend
9,2023-05-28,07:18:00,1,Straits of Singapore,weekend
10,2023-05-28,07:19:00,1,Sentosa Gateway,weekend
11,2023-05-28,07:38:00,1,Bukit Manis Rd,weekend
12,2023-05-28,07:39:00,1,Bukit Manis Rd,weekend
13,2023-05-28,07:40:00,1,Artillery Avenue,weekend
14,2023-05-28,07:41:00,1,Gateway Avenue,weekend
15,2023-05-28,07:42:00,1,Straits of Singapore,weekend
16,2023-05-28,07:43:00,1,Sentosa Gateway,weekend
17,2023-05-28,07:47:00,1,W Hotel/Quayside Isle,weekend
18,2023-05-28,07:48:00,1,Ocean Way,weekend
19,2023-05-28,07:49:00,1,Cove Ave,weekend
20,2023-05-28,07:50:00,1,Allanbrooke Rd,weekend
21,2023-05-28,07:50:00,1,Capella Hotel,weekend
22,2023-05-28,07:51:00,1,Straits of Singapore,weekend
23,2023-05-28,07:51:00,1,8 Sentosa Gateway,weekend
24,2023-05-28,07:52:00,1,Straits of Singapore,weekend
25,2023-05-28,07:52:00,1,8 Sentosa Gateway,weekend
26,2023-05-28,07:53:00,1,8 Sentosa Gateway,weekend
27,2023-05-28,07:54:00,1,8 Sentosa Gateway,weekend
28,2023-05-28,07:55:00,1,8 Sentosa Gateway,weekend
29,2023-05-28,07:56:00,1,Sentosa Gateway,weekend
30,2023-05-28,07:57:00,1,Sentosa Gateway,weekend
31,2023-05-28,07:58:00,1,Sentosa Gateway,weekend
32,2023-05-28,08:00:00,1,Capella Hotel,weekend
