index,date,time,cluster_size,address,day_type
0,2023-05-28,05:01:00,1,Straits of Singapore,weekend
1,2023-05-28,05:01:00,3,Southern Islands,weekend
2,2023-05-28,05:01:00,1,Capella Hotel,weekend
3,2023-05-28,05:02:00,1,Straits of Singapore,weekend
4,2023-05-28,05:02:00,2,Southern Islands,weekend
5,2023-05-28,05:02:00,1,Capella Hotel,weekend
6,2023-05-28,05:03:00,2,Southern Islands,weekend
7,2023-05-28,05:04:00,1,Straits of Singapore,
8,2023-05-28,05:04:00,1,Southern Islands,weekend
9,2023-05-28,05:04:00,1,Capella Hotel,weekend
10,2023-05-28,05:05:00,2,Southern Islands,weekend
11,2023-05-28,05:05:00,1,Capella Hotel,weekend
12,2023-05-28,05:06:00,2,Southern Islands,weekend
13,2023-05-28,05:06:00,1,Capella Hotel,weekend
14,2023-05-28,05:07:00,1,Southern Islands,weekend
15,2023-05-28,05:07:00,1,Capella Hotel,weekend
16,2023-05-28,05:08:00,1,Southern Islands,weekend
17,2023-05-28,05:08:00,1,Capella Hotel,weekend
18,2023-05-28,05:09:00,1,Straits of Singapore,weekend
19,2023-05-28,05:09:00,2,Southern Islands,weekend
20,2023-05-28,05:09:00,1,Capella Hotel,weekend
21,2023-05-28,05:10:00,2,Southern Islands,weekend
22,2023-05-28,05:10:00,1,Capella Hotel,weekend
23,2023-05-28,05:11:00,3,Southern Islands,weekend
24,2023-05-28,05:11:00,1,Capella Hotel,weekend
25,2023-05-28,05:12:00,1,Southern Islands,weekend
26,2023-05-28,05:12:00,1,Capella Hotel,weekend
27,2023-05-28,05:13:00,1,Straits of Singapore,weekend
28,2023-05-28,05:13:00,1,Southern Islands,weekend
29,2023-05-28,05:13:00,2,Capella Hotel,weekend
30,2023-05-28,05:14:00,1,Southern Islands,weekend
31,2023-05-28,05:14:00,1,Capella Hotel,weekend
32,2023-05-28,05:14:00,1,The Knolls,weekend
33,2023-05-28,05:15:00,2,Southern Islands,weekend
34,2023-05-28,05:15:00,1,Gateway Avenue,weekend
35,2023-05-28,05:15:00,1,"Southern Islands (1.253840, 103.820200)",weekend
36,2023-05-28,05:15:00,1,Capella Hotel,weekend
37,2023-05-28,05:16:00,2,Southern Islands,weekend
38,2023-05-28,05:16:00,1,Gateway Avenue,weekend
39,2023-05-28,05:16:00,1,"Southern Islands (1.253840, 103.820200)",weekend
40,2023-05-28,05:16:00,1,Capella Hotel,weekend
41,2023-05-28,05:17:00,2,Southern Islands,weekend
42,2023-05-28,05:17:00,1,Artillery Ave,weekend
43,2023-05-28,05:17:00,1,Capella Hotel,weekend
44,2023-05-28,05:18:00,1,"8 Sentosa Gateway, 098269",weekend
45,2023-05-28,05:18:00,1,Capella Hotel,weekend
46,2023-05-28,05:19:00,1,"8 Sentosa Gateway, 098269",weekend
47,2023-05-28,05:19:00,1,Capella Hotel,weekend
48,2023-05-28,05:20:00,1,"8 Sentosa Gateway, 098269",weekend
49,2023-05-28,05:20:00,1,Capella Hotel,weekend
50,2023-05-28,05:21:00,1,Straits of Singapore,weekend
51,2023-05-28,05:21:00,1,Capella Hotel,weekend
52,2023-05-28,05:22:00,1,Straits of Singapore,weekend
53,2023-05-28,05:22:00,1,Capella Hotel,weekend
54,2023-05-28,05:23:00,1,Sentosa Gateway,weekend
55,2023-05-28,05:23:00,1,Capella Hotel,weekend
56,2023-05-28,05:24:00,1,8 Sentosa Gateway,weekend
57,2023-05-28,05:24:00,1,Capella Hotel,weekend
58,2023-05-28,05:25:00,1,Artillery Ave,weekend
59,2023-05-28,05:25:00,1,Capella Hotel,weekend
60,2023-05-28,05:26:00,1,Artillery Ave,weekend
61,2023-05-28,05:26:00,1,Capella Hotel,weekend
62,2023-05-28,05:27:00,1,Artillery Ave,weekend
63,2023-05-28,05:27:00,1,Capella Hotel,weekend
64,2023-05-28,05:28:00,1,Artillery Ave,weekend
65,2023-05-28,05:28:00,1,Capella Hotel,weekend
66,2023-05-28,05:29:00,1,Gateway Avenue,weekend
67,2023-05-28,05:29:00,1,Artillery Ave,weekend
68,2023-05-28,05:29:00,1,Capella Hotel,weekend
69,2023-05-28,05:30:00,1,Southern Islands,weekend
70,2023-05-28,05:30:00,1,Capella Hotel,weekend
71,2023-05-28,05:30:00,1,"Sentosa (1.247676, 103.838543)",weekend
72,2023-05-28,05:31:00,1,Southern Islands,weekend
73,2023-05-28,05:31:00,1,Capella Hotel,weekend
74,2023-05-28,05:31:00,1,Cove Drive,weekend
75,2023-05-28,05:32:00,1,Capella Hotel,weekend
76,2023-05-28,05:33:00,1,Capella Hotel,weekend
77,2023-05-28,05:34:00,1,Capella Hotel,weekend
78,2023-05-28,05:34:00,1,Cove Drive,weekend
79,2023-05-28,05:35:00,1,Capella Hotel,weekend
80,2023-05-28,05:36:00,1,Capella Hotel,weekend
81,2023-05-28,05:37:00,1,Capella Hotel,weekend
82,2023-05-28,05:38:00,1,Capella Hotel,weekend
83,2023-05-28,05:38:00,1,"Sentosa Golf Club (27 Bukit Manis Rd, 099892)",weekend
84,2023-05-28,05:39:00,1,Bukit Manis Rd,weekend
85,2023-05-28,05:40:00,1,Bukit Manis Rd,weekend
86,2023-05-28,05:41:00,1,Artillery Ave,weekend
87,2023-05-28,05:42:00,1,Gateway Avenue,weekend
88,2023-05-28,05:43:00,1,Straits of Singapore,weekend
89,2023-05-28,05:45:00,1,Shangri-La Rasa,weekend
90,2023-05-28,05:46:00,1,Shangri-La Rasa,weekend
91,2023-05-28,05:47:00,1,Shangri-La Rasa,weekend
92,2023-05-28,05:48:00,1,Shangri-La Rasa,weekend
93,2023-05-28,05:49:00,1,Shangri-La Rasa,weekend
94,2023-05-28,05:50:00,1,Siloso Road,weekend
95,2023-05-28,05:51:00,1,Siloso Road,weekend
96,2023-05-28,05:55:00,1,"Sentosa Golf Club (27 Bukit Manis Rd, 099892)",weekend
97,2023-05-28,05:56:00,1,Bukit Manis Rd,weekend
98,2023-05-28,05:57:00,1,Bukit Manis Rd,weekend
99,2023-05-28,05:58:00,1,Artillery Ave,weekend
100,2023-05-28,05:59:00,1,8 Sentosa Gateway,weekend
101,2023-05-28,06:00:00,1,Straits of Singapore,weekend
