index,date,time,cluster_size,address,day_type
0,2023-05-28,10:01:00,1,"8 Sentosa Gateway, 098269",weekend
1,2023-05-28,10:02:00,1,8 Sentosa Gateway,weekend
2,2023-05-28,10:03:00,1,Straits of Singapore,weekend
3,2023-05-28,10:05:00,1,Sentosa Gateway,weekend
4,2023-05-28,10:06:00,1,Tanjong Beach,weekend
5,2023-05-28,10:06:00,1,Cove Drive,weekend
6,2023-05-28,10:07:00,1,Tanjong Beach Walk,weekend
7,2023-05-28,10:07:00,1,Ocean Drive,weekend
8,2023-05-28,10:08:00,1,Southern Islands,weekend
9,2023-05-28,10:08:00,1,Allanbrooke Road Street,weekend
10,2023-05-28,10:08:00,1,W Hotel/Quayside Isle,weekend
11,2023-05-28,10:09:00,1,"8 Sentosa Gateway, 098269",weekend
12,2023-05-28,10:09:00,1,Gateway Avenue,weekend
13,2023-05-28,10:10:00,1,"8 Sentosa Gateway, 098269",weekend
14,2023-05-28,10:10:00,1,Gateway Avenue,weekend
15,2023-05-28,10:11:00,1,"8 Sentosa Gateway, 098269",weekend
16,2023-05-28,10:11:00,1,Gateway Avenue,weekend
17,2023-05-28,10:12:00,1,Straits of Singapore,weekend
18,2023-05-28,10:12:00,1,Straits of Singapore,weekend
19,2023-05-28,10:13:00,1,Sentosa Gateway,weekend
20,2023-05-28,10:13:00,1,Sentosa Gateway,weekend
21,2023-05-28,10:13:00,1,Straits of Singapore,weekend
22,2023-05-28,10:14:00,1,Straits of Singapore,weekend
23,2023-05-28,10:14:00,1,Tanjong Beach Walk,weekend
24,2023-05-28,10:16:00,1,Sentosa Golf Club,weekend
25,2023-05-28,10:17:00,1,Bukit Manis Road,weekend
26,2023-05-28,10:18:00,1,Sentosa Gateway,weekend
27,2023-05-28,10:18:00,1,"8 Sentosa Gateway, 098269",weekend
28,2023-05-28,10:18:00,1,Gateway Avenue,weekend
29,2023-05-28,10:19:00,1,Sentosa Gateway,weekend
30,2023-05-28,10:19:00,1,"8 Sentosa Gateway, 098269",weekend
31,2023-05-28,10:19:00,1,Gateway Avenue,weekend
32,2023-05-28,10:20:00,1,Sentosa Gateway,weekend
33,2023-05-28,10:20:00,1,Capella Hotel,weekend
34,2023-05-28,10:21:00,1,Straits of Singapore,weekend
35,2023-05-28,10:22:00,1,Straits of Singapore,weekend
36,2023-05-28,10:22:00,1,Straits of Singapore,weekend
37,2023-05-28,10:22:00,1,Straits of Singapore,weekend
38,2023-05-28,10:23:00,2,Sentosa Gateway,weekend
39,2023-05-28,10:23:00,1,Sentosa Gateway,weekend
40,2023-05-28,10:24:00,1,Sentosa Gateway,weekend
41,2023-05-28,10:25:00,1,Southern Islands,weekend
42,2023-05-28,10:25:00,1,"8 Sentosa Gateway, 098269",weekend
43,2023-05-28,10:26:00,1,Southern Islands,weekend
44,2023-05-28,10:26:00,1,"8 Sentosa Gateway, 098269",weekend
45,2023-05-28,10:26:00,2,Capella Hotel,weekend
46,2023-05-28,10:27:00,1,Resorts World Sentosa,weekend
47,2023-05-28,10:27:00,1,Capella Hotel,weekend
48,2023-05-28,10:28:00,1,Sentosa Gateway,weekend
49,2023-05-28,10:28:00,1,Sentosa Gateway,weekend
50,2023-05-28,10:28:00,1,Straits of Singapore,weekend
51,2023-05-28,10:28:00,1,Resorts World Sentosa,weekend
52,2023-05-28,10:29:00,1,Sentosa Gateway,weekend
53,2023-05-28,10:29:00,1,Straits of Singapore,weekend
54,2023-05-28,10:29:00,2,Resorts World Sentosa,weekend
55,2023-05-28,10:29:00,1,Tanjong Beach Walk,weekend
56,2023-05-28,10:30:00,1,Straits of Singapore,weekend
57,2023-05-28,10:30:00,2,"8 Sentosa Gateway, 098269",weekend
58,2023-05-28,10:30:00,1,Beach View,weekend
59,2023-05-28,10:30:00,1,Allanbrooke Road ,weekend
60,2023-05-28,10:31:00,1,Straits of Singapore,weekend
61,2023-05-28,10:31:00,1,"8 Sentosa Gateway, 098269",weekend
62,2023-05-28,10:31:00,1,Resorts World Sentosa,weekend
63,2023-05-28,10:31:00,1,Siloso Road,weekend
64,2023-05-28,10:31:00,2,Capella Hotel,weekend
65,2023-05-28,10:32:00,2,"8 Sentosa Gateway, 098269",weekend
66,2023-05-28,10:32:00,1,Southern Islands,weekend
67,2023-05-28,10:32:00,1,Resorts World Sentosa,weekend
68,2023-05-28,10:32:00,1,Siloso Road,weekend
69,2023-05-28,10:32:00,1,Artillery Avenue,weekend
70,2023-05-28,10:32:00,1,Artillery Avenue,weekend
71,2023-05-28,10:32:00,1,Capella Hotel,weekend
72,2023-05-28,10:32:00,2,Capella Hotel,weekend
73,2023-05-28,10:32:00,1,Allanbrooke Road ,weekend
74,2023-05-28,10:32:00,1,Treasure Island,weekend
75,2023-05-28,10:33:00,1,Straits of Singapore,weekend
76,2023-05-28,10:33:00,1,Siloso Road,weekend
77,2023-05-28,10:33:00,1,Garden Avenue,weekend
78,2023-05-28,10:33:00,1,"8 Sentosa Gateway, 098269",weekend
79,2023-05-28,10:33:00,1,Artillery Avenue,weekend
80,2023-05-28,10:33:00,1,Artillery Avenue,weekend
81,2023-05-28,10:33:00,1,Capella Hotel,weekend
82,2023-05-28,10:33:00,1,"Carpark (1.249570, 103.827800)",weekend
83,2023-05-28,10:33:00,1,Treasure Island,weekend
84,2023-05-28,10:33:00,1,"8 Sentosa Gateway, 098269",weekend
85,2023-05-28,10:33:00,2,Southern Islands,weekend
86,2023-05-28,10:34:00,1,Straits of Singapore,weekend
87,2023-05-28,10:34:00,1,Straits of Singapore,weekend
88,2023-05-28,10:34:00,1,"8 Sentosa Gateway, 098269",weekend
89,2023-05-28,10:34:00,1,"8 Sentosa Gateway, 098269",weekend
90,2023-05-28,10:34:00,1,Southern Islands,weekend
91,2023-05-28,10:34:00,1,Siloso Road,weekend
92,2023-05-28,10:34:00,1,Artillery Avenue,weekend
93,2023-05-28,10:34:00,1,Artillery Avenue,weekend
94,2023-05-28,10:34:00,1,Capella Hotel,weekend
95,2023-05-28,10:34:00,1,"Carpark (1.249570, 103.827800)",weekend
96,2023-05-28,10:34:00,1,Treasure Bridge,weekend
97,2023-05-28,10:35:00,1,Straits of Singapore,weekend
98,2023-05-28,10:35:00,1,Sentosa Gateway,weekend
99,2023-05-28,10:35:00,1,Straits of Singapore,weekend
100,2023-05-28,10:35:00,1,"8 Sentosa Gateway, 098269",weekend
101,2023-05-28,10:35:00,1,Siloso Road,weekend
102,2023-05-28,10:35:00,1,Siloso Road,weekend
103,2023-05-28,10:35:00,1,Southern Islands,weekend
104,2023-05-28,10:35:00,1,Gateway Avenue,weekend
105,2023-05-28,10:35:00,1,Capella Hotel,weekend
106,2023-05-28,10:35:00,1,Artillery Avenue,weekend
107,2023-05-28,10:35:00,1,"Carpark (1.249570, 103.827800)",weekend
108,2023-05-28,10:35:00,1,Treasure Bridge,weekend
109,2023-05-28,10:36:00,2,Sentosa Gateway,weekend
110,2023-05-28,10:36:00,1,Straits of Singapore,weekend
111,2023-05-28,10:36:00,1,Straits of Singapore,weekend
112,2023-05-28,10:36:00,1,Gateway Avenue,weekend
113,2023-05-28,10:36:00,2,Southern Islands,weekend
114,2023-05-28,10:36:00,1,Shangri-La Rasa,weekend
115,2023-05-28,10:36:00,1,Beach View,weekend
116,2023-05-28,10:36:00,1,Capella Hotel,weekend
117,2023-05-28,10:36:00,1,Allanbrooke Road,weekend
118,2023-05-28,10:36:00,1,"Carpark (1.249570, 103.827800)",weekend
119,2023-05-28,10:36:00,1,Allanbrooke Road,weekend
120,2023-05-28,10:36:00,1,Allanbrooke Road,weekend
121,2023-05-28,10:37:00,1,Sentosa Gateway,weekend
122,2023-05-28,10:37:00,1,Sentosa Gateway,weekend
123,2023-05-28,10:37:00,1,Straits of Singapore,weekend
124,2023-05-28,10:37:00,1,Straits of Singapore,weekend
125,2023-05-28,10:37:00,3,Southern Islands,weekend
126,2023-05-28,10:37:00,1,Gateway Avenue,weekend
127,2023-05-28,10:37:00,1,Capella Hotel,weekend
128,2023-05-28,10:37:00,1,"Carpark (1.249570, 103.827800)",weekend
129,2023-05-28,10:37:00,1,Allanbrooke Road,weekend
130,2023-05-28,10:38:00,1,Sentosa Gateway,weekend
131,2023-05-28,10:38:00,1,Sentosa Gateway,weekend
132,2023-05-28,10:38:00,3,Straits of Singapore,weekend
133,2023-05-28,10:38:00,1,Straits of Singapore,weekend
134,2023-05-28,10:38:00,1,Straits of Singapore,weekend
135,2023-05-28,10:38:00,1,Gateway Avenue,weekend
136,2023-05-28,10:38:00,1,Hotel Front Desk,weekend
137,2023-05-28,10:38:00,1,"Carpark (1.249570, 103.827800)",weekend
138,2023-05-28,10:38:00,1,Tanjong Beach,weekend
139,2023-05-28,10:38:00,1,Ocean Drive,weekend
140,2023-05-28,10:38:00,1,W Hotel/Quayside Isle,weekend
141,2023-05-28,10:38:00,1,Fort Siloso Skywalk,weekend
142,2023-05-28,10:39:00,1,Sentosa Gateway,weekend
143,2023-05-28,10:39:00,1,Sentosa Gateway,weekend
144,2023-05-28,10:39:00,1,Straits of Singapore,weekend
145,2023-05-28,10:39:00,1,Straits of Singapore,weekend
146,2023-05-28,10:39:00,1,"8 Sentosa Gateway, 098269",weekend
147,2023-05-28,10:39:00,1,Gateway Avenue,weekend
148,2023-05-28,10:39:00,1,Gateway Avenue,weekend
149,2023-05-28,10:39:00,1,Fort Siloso Skywalk,weekend
150,2023-05-28,10:39:00,1,Hotel Front Desk,weekend
151,2023-05-28,10:39:00,1,"Carpark (1.249570, 103.827800)",weekend
152,2023-05-28,10:39:00,1,Ocean Drive,weekend
153,2023-05-28,10:39:00,1,W Hotel/Quayside Isle,weekend
154,2023-05-28,10:40:00,1,Sentosa Gateway,weekend
155,2023-05-28,10:40:00,1,Southern Islands,weekend
156,2023-05-28,10:40:00,1,Gateway Avenue,weekend
157,2023-05-28,10:40:00,2,"Carpark (1.249570, 103.827800)",weekend
158,2023-05-28,10:40:00,1,Allanbrooke Road,weekend
159,2023-05-28,10:40:00,1,Allanbrooke Road,weekend
160,2023-05-28,10:40:00,1,W Hotel/Quayside Isle,weekend
161,2023-05-28,10:41:00,1,Straits of Singapore,weekend
162,2023-05-28,10:41:00,2,Gateway Avenue,weekend
